nsn,candidate_mpn,manufacturer,digikey_pn,raw_attributes_json,closeness_score,search_mode
5945-00-491-3597,J123F1C5VDC.36,CIT Relay and Switch,2449-J123F1C5VDC.36-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""20 A"", ""Switching Voltage"": ""380VAC, 110VDC - Max"", ""Load - Max Switching"": ""7600VA, 2200W"", ""Coil Current"": ""71.4 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Contact Material"": ""Silver Tin Oxide Indium Oxide (AgSnOInO)"", ""Approval Agency"": ""cURus, TUV"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.citrelay.com/wp-content/uploads/2025/05/Relay-J123F.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4207/MFG_J123F.jpg"", ""_description"": ""RELAY GEN PURPOSE SPDT 20A 5V"", ""_unit_price"": 2.04, ""_qty_available"": 1610, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/cit-relay-and-switch/J123F1C5VDC-36/14001729""}",2.375,parametric
5945-00-491-3597,AHQSH105LM100G,Amphenol Anytek,1818-AHQSH105LM100G-ND,"{""Mounting Type"": ""Socketable"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""12 A"", ""Switching Voltage"": ""277VAC, 24VDC - Max"", ""Load - Max Switching"": ""3324VA, 288W"", ""Coil Current"": ""40 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""-"", ""Must Operate Voltage"": ""4.0 VDC"", ""Must Release Voltage"": ""0.25 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 105°C"", ""Contact Material"": ""Silver Alloy"", ""Approval Agency"": ""-"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5675/AHQSH105LM100G.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4294/MFG_AHQSH124LM1F00G.jpg"", ""_description"": ""RELAY GEN PURPOSE SPST 12A 5V"", ""_unit_price"": 0.86, ""_qty_available"": 7600, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-anytek/AHQSH105LM100G/16721965""}",2.475,parametric
5945-00-491-3597,ALZ12F05,Panasonic Electric Works,255-3368-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""16 A"", ""Switching Voltage"": ""440VAC - Max"", ""Load - Max Switching"": ""7040VA"", ""Coil Current"": ""80 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.5 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""15 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 105°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""cURus, VDE"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8158/mech_eng_lz.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2496/ALZ12%20SERIES.jpg"", ""_description"": ""RELAY GEN PURPOSE SPDT 16A 5V"", ""_unit_price"": 3.15, ""_qty_available"": 17728, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/panasonic-industry/ALZ12F05/645613""}",2.475,parametric
5945-00-491-3597,ALZ52B05,Panasonic Electric Works,255-4088-5-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""16 A"", ""Switching Voltage"": ""440VAC - Max"", ""Load - Max Switching"": ""7040VA"", ""Coil Current"": ""80 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class B"", ""Must Operate Voltage"": ""3.5 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""15 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 105°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""cURus, VDE"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8158/mech_eng_lz.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/412/ALZ52xxx.JPG"", ""_description"": ""RELAY GEN PURPOSE SPST 16A 5V"", ""_unit_price"": 2.68, ""_qty_available"": 7248, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/panasonic-industry/ALZ52B05/2355671""}",2.475,parametric
5945-00-491-3597,AZ576-1A-5DE,American Zettler,3385-AZ576-1A-5DE-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""20 A"", ""Switching Voltage"": ""480VAC, 30VDC - Max"", ""Load - Max Switching"": ""5540VA, 510W"", ""Coil Current"": ""80 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""15 ms"", ""Release Time"": ""8 ms"", ""Operating Temperature"": ""-40°C ~ 105°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""CUR, TUV, UL"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.azettler.com/pdfs/az576.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5025/AZ576.jpg"", ""_description"": ""RELAY GEN PURPOSE SPST 20A 5V"", ""_unit_price"": 2.64, ""_qty_available"": 10694, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/american-zettler/AZ576-1A-5DE/14307551""}",2.475,parametric
5945-00-491-3597,G2RL-1A-E2-CV-HA DC5,Aratas (Formerly Omron Components),Z13014-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""23 A"", ""Switching Voltage"": ""250VAC - Max"", ""Load - Max Switching"": ""5750VA"", ""Coil Current"": ""80 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Flux Protection"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""15 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 105°C"", ""Contact Material"": ""Silver Alloy, Cadmium Free"", ""Approval Agency"": ""CSA, TUV, UR"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/318/MFG_G2RL-Series.jpg"", ""_description"": ""RELAY GEN PURPOSE SPST 23A 5V"", ""_unit_price"": 5.23, ""_qty_available"": 2444, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/aratas-formerly-omron-components/G2RL-1A-E2-CV-HA-DC5/10070629""}",2.475,parametric
5945-00-491-3597,G5Q-1 DC5,Aratas (Formerly Omron Components),Z12713-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""10 A"", ""Switching Voltage"": ""277VAC, 30VDC - Max"", ""Load - Max Switching"": ""1250VA, 150W"", ""Coil Current"": ""80 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Flux Protection"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.25 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 105°C"", ""Contact Material"": ""Silver Alloy"", ""Approval Agency"": ""CQC, CSA, UR, VDE"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://components.omron.com/us-en/sites/components.omron.com.us/files/datasheet_pdf/J155-E1.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2598/SG5Q-1A-DC12%2C%20G5Q-1A-DC24%2C%20G5Q-1A4-DC12.jpg"", ""_description"": ""RELAY GEN PURPOSE SPDT 10A 5V"", ""_unit_price"": 1.8, ""_qty_available"": 4758, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/aratas-formerly-omron-components/G5Q-1-DC5/1815726""}",2.475,parametric
5945-00-491-3597,G5Q-1-HA DC5,Aratas (Formerly Omron Components),39-G5Q-1-HADC5-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""10 A"", ""Switching Voltage"": ""277VAC, 30VDC - Max"", ""Load - Max Switching"": ""1250VA, 150W"", ""Coil Current"": ""80 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Flux Protection"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.25 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 105°C"", ""Contact Material"": ""Silver Alloy, Cadmium Free"", ""Approval Agency"": ""CQC, CSA, UR, VDE"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://components.omron.com/us-en/sites/components.omron.com.us/files/datasheet_pdf/J155-E1.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2479/G5Q-1-HA%20DC5.jpg"", ""_description"": ""RELAY GEN PURPOSE SPDT 10A 5V"", ""_unit_price"": 1.86, ""_qty_available"": 1000, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/aratas-formerly-omron-components/G5Q-1-HA-DC5/11201133""}",2.475,parametric
5945-00-491-3597,G5Q-1A DC5,Aratas (Formerly Omron Components),Z3811-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""10 A"", ""Switching Voltage"": ""277VAC, 30VDC - Max"", ""Load - Max Switching"": ""1250VA, 150W"", ""Coil Current"": ""40 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Flux Protection"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.25 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 105°C"", ""Contact Material"": ""Silver Alloy"", ""Approval Agency"": ""CQC, CSA, UR, VDE"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://components.omron.com/us-en/sites/components.omron.com.us/files/datasheet_pdf/J155-E1.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2598/SG5Q-1A-DC12%2C%20G5Q-1A-DC24%2C%20G5Q-1A4-DC12.jpg"", ""_description"": ""RELAY GEN PURPOSE SPST 10A 5V"", ""_unit_price"": 1.77, ""_qty_available"": 4260, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/aratas-formerly-omron-components/G5Q-1A-DC5/1815723""}",2.475,parametric
5945-00-491-3597,T9GS1L14-5,TE Connectivity Potter & Brumfield Relays,PB2389-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""30 A"", ""Switching Voltage"": ""480VAC - Max"", ""Load - Max Switching"": ""14400VA"", ""Coil Current"": ""180 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.75 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""15 ms"", ""Release Time"": ""22 ms"", ""Operating Temperature"": ""-40°C ~ 105°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""CQC, cURus, VDE"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773924-8_PB_30A_PCB_RelayT9G&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=1558666-1"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/800/T9GS1L14.JPG"", ""_description"": ""RELAY GEN PURPOSE SPST 30A 5V"", ""_unit_price"": 4.29, ""_qty_available"": 4039, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/te-connectivity-potter-brumfield-relays/T9GS1L14-5/8345149""}",2.475,parametric
5945-00-491-3597,AZ943-1AH-5DE,American Zettler,3385-AZ943-1AH-5DE-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPST-NO (1 Form A)"", ""Contact Rating (Current)"": ""15 A"", ""Switching Voltage"": ""277VAC, 30VDC - Max"", ""Load - Max Switching"": ""2770VA, 300W"", ""Coil Current"": ""71.4 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class B"", ""Must Operate Voltage"": ""3.8 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 90°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""CUR, TUV, UL, VDE"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.azettler.com/pdfs/az943.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5057/AZ943-1AH-5DE.jpg"", ""_description"": ""RELAY GEN PURPOSE SPST 15A 5V"", ""_unit_price"": 1.2, ""_qty_available"": 1456, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/american-zettler/AZ943-1AH-5DE/14307617""}",2.55,parametric
5945-00-491-3597,AWHSH105D00G,Amphenol Anytek,1818-AWHSH105D00G-ND,"{""Mounting Type"": ""Socketable"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""15 A"", ""Switching Voltage"": ""240VAC, 110VDC - Max"", ""Load - Max Switching"": ""3600VA, 1650W"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""-"", ""Must Operate Voltage"": ""-"", ""Must Release Voltage"": ""-"", ""Operate Time"": ""10 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-30°C ~ 85°C"", ""Contact Material"": ""Silver Alloy"", ""Approval Agency"": ""UL"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5662/AWHSH105D00G.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/3647/MFG_AWHSH124DM00G.jpg"", ""_description"": ""RELAY GEN PURPOSE SPDT 15A 5V"", ""_unit_price"": 1.63, ""_qty_available"": 7186, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/amphenol-anytek/AWHSH105D00G/16721986""}",2.575,parametric
5945-00-491-3597,AZ733-2CE-5DE,American Zettler,3385-AZ733-2CE-5DE-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""DPDT (2 Form C)"", ""Contact Rating (Current)"": ""12 A"", ""Switching Voltage"": ""400VAC, 250VDC - Max"", ""Load - Max Switching"": ""3324VA, 360W"", ""Coil Current"": ""106.4 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class B"", ""Must Operate Voltage"": ""3.5 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""15 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 85°C"", ""Contact Material"": ""Silver Tin Oxide (AgSnO)"", ""Approval Agency"": ""CUR, TUV, UL"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.azettler.com/pdfs/az733.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5059/AZ733.jpg"", ""_description"": ""RELAY GEN PURPOSE DPDT 12A 5V"", ""_unit_price"": 2.52, ""_qty_available"": 260, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/american-zettler/AZ733-2CE-5DE/14307524""}",2.575,parametric
5945-00-491-3597,G2RL-1-E DC5,Aratas (Formerly Omron Components),Z2824-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""16 A"", ""Switching Voltage"": ""440VAC, 300VDC - Max"", ""Load - Max Switching"": ""7040VA, 4800W"", ""Coil Current"": ""80 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Flux Protection"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.5 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""15 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 85°C"", ""Contact Material"": ""Silver Alloy, Cadmium Free"", ""Approval Agency"": ""CQC, CSA, UR, VDE"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/414/G2RL-1-DC24.JPG"", ""_description"": ""RELAY GEN PURPOSE SPDT 16A 5V"", ""_unit_price"": 4.25, ""_qty_available"": 9252, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/aratas-formerly-omron-components/G2RL-1-E-DC5/1936445""}",2.575,parametric
5945-00-491-3597,G2RL-14 DC5,Aratas (Formerly Omron Components),Z142-ND,"{""Mounting Type"": ""Through Hole"", ""Coil Voltage"": ""5VDC"", ""Contact Form"": ""SPDT (1 Form C)"", ""Contact Rating (Current)"": ""12 A"", ""Switching Voltage"": ""440VAC, 300VDC - Max"", ""Load - Max Switching"": ""5280VA, 3600W"", ""Coil Current"": ""80 mA"", ""Coil Type"": ""Non Latching"", ""Features"": ""-"", ""Termination Style"": ""PC Pin"", ""Seal Rating"": ""Sealed - Fully"", ""Coil Insulation"": ""Class F"", ""Must Operate Voltage"": ""3.5 VDC"", ""Must Release Voltage"": ""0.5 VDC"", ""Operate Time"": ""15 ms"", ""Release Time"": ""5 ms"", ""Operating Temperature"": ""-40°C ~ 85°C"", ""Contact Material"": ""Silver Alloy, Cadmium Free"", ""Approval Agency"": ""CQC, CSA, UR, VDE"", ""Relay Type"": ""General Purpose"", ""Grade"": ""-"", ""Qualification"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2471/G2RL-14-DC5%2C%20G2RL-14-DC12%2C%20G2RL-14-DC24%2C%20G2RL-14-DC48.jpg"", ""_description"": ""RELAY GEN PURPOSE SPDT 12A 5V"", ""_unit_price"": 3.89, ""_qty_available"": 4481, ""_category"": ""Power Relays, Over 2 Amps"", ""_product_url"": ""https://www.digikey.com/en/products/detail/aratas-formerly-omron-components/G2RL-14-DC5/307662""}",2.575,parametric
