delta_id,candidate_id,nsn,candidate_mpn,requirement_name,required_value,candidate_value,verdict,scored,gate_type,operator,uom,required_value_display,candidate_value_display,requirement_class,source,source_spec_id
5935-00-105-4641__D38999/24WF32JC__coupling_type,5935-00-105-4641__D38999/24WF32JC,5935-00-105-4641,D38999/24WF32JC,coupling_type,BAYONET,,unknown,true,hard,eq,,== BAYONET,,mechanical,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JC__humidity_resistance,5935-00-105-4641__D38999/24WF32JC,5935-00-105-4641,D38999/24WF32JC,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JC__qualification,5935-00-105-4641__D38999/24WF32JC,5935-00-105-4641,D38999/24WF32JC,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JC__thermal_shock_cycles,5935-00-105-4641__D38999/24WF32JC,5935-00-105-4641,D38999/24WF32JC,thermal_shock_cycles,25,,unknown,false,burden,gte,,>= 25,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JC__vibration_grms,5935-00-105-4641__D38999/24WF32JC,5935-00-105-4641,D38999/24WF32JC,vibration_grms,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JC__dpa_sample_required,5935-00-105-4641__D38999/24WF32JC,5935-00-105-4641,D38999/24WF32JC,dpa_sample_required,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JC__lot_traceability,5935-00-105-4641__D38999/24WF32JC,5935-00-105-4641,D38999/24WF32JC,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JD__contact_count,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,contact_count,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/24WF32JD__contact_plating,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,contact_plating,GOLDOVERNICKEL,GOLD,marginal,true,soft,eq,,== GOLDOVERNICKEL,GOLD,electrical,publog_characteristics,
5935-00-105-4641__D38999/24WF32JD__contact_resistance,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,contact_resistance,0.0014,,unknown,true,soft,lte,ohm,<= 0.0014 ohm,,electrical,manual_override,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JD__dielectric_withstanding_voltage,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,dielectric_withstanding_voltage,2300,,unknown,true,hard,gte,V,>= 2300 V,,electrical,publog_characteristics,
5935-00-105-4641__D38999/24WF32JD__insulation_resistance,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,insulation_resistance,5000000000,,unknown,true,soft,gte,ohm,>= 5e+09 ohm,,electrical,manual_override,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JD__shell_material,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5935-00-105-4641__D38999/24WF32JD__shell_size,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,shell_size,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/24WF32JD__operating_temp_max,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,operating_temp_max,125,200,pass,true,hard,gte,degC,>= 125 degC,200 degC,environmental,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JD__operating_temp_min,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,operating_temp_min,-55,-65,pass,true,hard,lte,degC,<= -55 degC,-65 degC,environmental,publog_characteristics,
5935-00-105-4641__D38999/24WF32JD__coupling_type,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,coupling_type,BAYONET,,unknown,true,hard,eq,,== BAYONET,,mechanical,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JD__humidity_resistance,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JD__qualification,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JD__thermal_shock_cycles,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,thermal_shock_cycles,25,,unknown,false,burden,gte,,>= 25,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JD__vibration_grms,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,vibration_grms,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JD__dpa_sample_required,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,dpa_sample_required,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF32JD__lot_traceability,5935-00-105-4641__D38999/24WF32JD,5935-00-105-4641,D38999/24WF32JD,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF45HA__contact_count,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,contact_count,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/24WF45HA__contact_plating,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,contact_plating,GOLDOVERNICKEL,GOLD,marginal,true,soft,eq,,== GOLDOVERNICKEL,GOLD,electrical,publog_characteristics,
5935-00-105-4641__D38999/24WF45HA__contact_resistance,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,contact_resistance,0.0014,,unknown,true,soft,lte,ohm,<= 0.0014 ohm,,electrical,manual_override,MIL-DTL-38999
5935-00-105-4641__D38999/24WF45HA__dielectric_withstanding_voltage,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,dielectric_withstanding_voltage,2300,,unknown,true,hard,gte,V,>= 2300 V,,electrical,publog_characteristics,
5935-00-105-4641__D38999/24WF45HA__insulation_resistance,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,insulation_resistance,5000000000,,unknown,true,soft,gte,ohm,>= 5e+09 ohm,,electrical,manual_override,MIL-DTL-38999
5935-00-105-4641__D38999/24WF45HA__shell_material,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,shell_material,ALUMINUMALLOY,,unknown,true,soft,eq,,== ALUMINUMALLOY,,electrical,publog_characteristics,
5935-00-105-4641__D38999/24WF45HA__shell_size,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,shell_size,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/24WF45HA__operating_temp_max,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,operating_temp_max,125,200,pass,true,hard,gte,degC,>= 125 degC,200 degC,environmental,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF45HA__operating_temp_min,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,operating_temp_min,-55,-65,pass,true,hard,lte,degC,<= -55 degC,-65 degC,environmental,publog_characteristics,
5935-00-105-4641__D38999/24WF45HA__coupling_type,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,coupling_type,BAYONET,,unknown,true,hard,eq,,== BAYONET,,mechanical,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF45HA__humidity_resistance,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF45HA__qualification,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF45HA__thermal_shock_cycles,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,thermal_shock_cycles,25,,unknown,false,burden,gte,,>= 25,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF45HA__vibration_grms,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,vibration_grms,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF45HA__dpa_sample_required,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,dpa_sample_required,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/24WF45HA__lot_traceability,5935-00-105-4641__D38999/24WF45HA,5935-00-105-4641,D38999/24WF45HA,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CA__contact_count,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,contact_count,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/25NF30CA__contact_plating,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,contact_plating,GOLDOVERNICKEL,GOLD,marginal,true,soft,eq,,== GOLDOVERNICKEL,GOLD,electrical,publog_characteristics,
5935-00-105-4641__D38999/25NF30CA__contact_resistance,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,contact_resistance,0.0014,,unknown,true,soft,lte,ohm,<= 0.0014 ohm,,electrical,manual_override,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CA__dielectric_withstanding_voltage,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,dielectric_withstanding_voltage,2300,,unknown,true,hard,gte,V,>= 2300 V,,electrical,publog_characteristics,
5935-00-105-4641__D38999/25NF30CA__insulation_resistance,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,insulation_resistance,5000000000,,unknown,true,soft,gte,ohm,>= 5e+09 ohm,,electrical,manual_override,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CA__shell_material,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,shell_material,ALUMINUMALLOY,ALUMINUM,marginal,true,soft,eq,,== ALUMINUMALLOY,ALUMINUM,electrical,publog_characteristics,
5935-00-105-4641__D38999/25NF30CA__shell_size,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,shell_size,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/25NF30CA__operating_temp_max,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,operating_temp_max,125,200,pass,true,hard,gte,degC,>= 125 degC,200 degC,environmental,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CA__operating_temp_min,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,operating_temp_min,-55,-65,pass,true,hard,lte,degC,<= -55 degC,-65 degC,environmental,publog_characteristics,
5935-00-105-4641__D38999/25NF30CA__coupling_type,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,coupling_type,BAYONET,,unknown,true,hard,eq,,== BAYONET,,mechanical,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CA__humidity_resistance,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CA__qualification,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CA__thermal_shock_cycles,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,thermal_shock_cycles,25,,unknown,false,burden,gte,,>= 25,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CA__vibration_grms,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,vibration_grms,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CA__dpa_sample_required,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,dpa_sample_required,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CA__lot_traceability,5935-00-105-4641__D38999/25NF30CA,5935-00-105-4641,D38999/25NF30CA,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CB__contact_count,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,contact_count,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/25NF30CB__contact_plating,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,contact_plating,GOLDOVERNICKEL,GOLD,marginal,true,soft,eq,,== GOLDOVERNICKEL,GOLD,electrical,publog_characteristics,
5935-00-105-4641__D38999/25NF30CB__contact_resistance,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,contact_resistance,0.0014,,unknown,true,soft,lte,ohm,<= 0.0014 ohm,,electrical,manual_override,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CB__dielectric_withstanding_voltage,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,dielectric_withstanding_voltage,2300,,unknown,true,hard,gte,V,>= 2300 V,,electrical,publog_characteristics,
5935-00-105-4641__D38999/25NF30CB__insulation_resistance,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,insulation_resistance,5000000000,,unknown,true,soft,gte,ohm,>= 5e+09 ohm,,electrical,manual_override,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CB__shell_material,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,shell_material,ALUMINUMALLOY,ALUMINUM,marginal,true,soft,eq,,== ALUMINUMALLOY,ALUMINUM,electrical,publog_characteristics,
5935-00-105-4641__D38999/25NF30CB__shell_size,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,shell_size,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/25NF30CB__operating_temp_max,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,operating_temp_max,125,200,pass,true,hard,gte,degC,>= 125 degC,200 degC,environmental,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CB__operating_temp_min,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,operating_temp_min,-55,-65,pass,true,hard,lte,degC,<= -55 degC,-65 degC,environmental,publog_characteristics,
5935-00-105-4641__D38999/25NF30CB__coupling_type,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,coupling_type,BAYONET,,unknown,true,hard,eq,,== BAYONET,,mechanical,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CB__humidity_resistance,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CB__qualification,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CB__thermal_shock_cycles,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,thermal_shock_cycles,25,,unknown,false,burden,gte,,>= 25,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CB__vibration_grms,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,vibration_grms,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CB__dpa_sample_required,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,dpa_sample_required,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/25NF30CB__lot_traceability,5935-00-105-4641__D38999/25NF30CB,5935-00-105-4641,D38999/25NF30CB,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/26FF18JN__contact_count,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,contact_count,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/26FF18JN__contact_plating,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,contact_plating,GOLDOVERNICKEL,GOLD,marginal,true,soft,eq,,== GOLDOVERNICKEL,GOLD,electrical,publog_characteristics,
5935-00-105-4641__D38999/26FF18JN__contact_resistance,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,contact_resistance,0.0014,,unknown,true,soft,lte,ohm,<= 0.0014 ohm,,electrical,manual_override,MIL-DTL-38999
5935-00-105-4641__D38999/26FF18JN__dielectric_withstanding_voltage,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,dielectric_withstanding_voltage,2300,,unknown,true,hard,gte,V,>= 2300 V,,electrical,publog_characteristics,
5935-00-105-4641__D38999/26FF18JN__insulation_resistance,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,insulation_resistance,5000000000,,unknown,true,soft,gte,ohm,>= 5e+09 ohm,,electrical,manual_override,MIL-DTL-38999
5935-00-105-4641__D38999/26FF18JN__shell_material,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,shell_material,ALUMINUMALLOY,ALUMINUM,marginal,true,soft,eq,,== ALUMINUMALLOY,ALUMINUM,electrical,publog_characteristics,
5935-00-105-4641__D38999/26FF18JN__shell_size,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,shell_size,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/26FF18JN__operating_temp_max,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,operating_temp_max,125,200,pass,true,hard,gte,degC,>= 125 degC,200 degC,environmental,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/26FF18JN__operating_temp_min,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,operating_temp_min,-55,-65,pass,true,hard,lte,degC,<= -55 degC,-65 degC,environmental,publog_characteristics,
5935-00-105-4641__D38999/26FF18JN__coupling_type,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,coupling_type,BAYONET,,unknown,true,hard,eq,,== BAYONET,,mechanical,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/26FF18JN__humidity_resistance,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/26FF18JN__qualification,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/26FF18JN__thermal_shock_cycles,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,thermal_shock_cycles,25,,unknown,false,burden,gte,,>= 25,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/26FF18JN__vibration_grms,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,vibration_grms,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/26FF18JN__dpa_sample_required,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,dpa_sample_required,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/26FF18JN__lot_traceability,5935-00-105-4641__D38999/26FF18JN,5935-00-105-4641,D38999/26FF18JN,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-DTL-38999
5935-00-105-4641__D38999/26GF18PD__contact_count,5935-00-105-4641__D38999/26GF18PD,5935-00-105-4641,D38999/26GF18PD,contact_count,19,19,pass,true,hard,eq,,== 19,19,electrical,publog_characteristics,
5935-00-105-4641__D38999/26GF18PD__contact_plating,5935-00-105-4641__D38999/26GF18PD,5935-00-105-4641,D38999/26GF18PD,contact_plating,GOLDOVERNICKEL,GOLD,marginal,true,soft,eq,,== GOLDOVERNICKEL,GOLD,electrical,publog_characteristics,
